Peak Number,Energy (eV),electron number, atom,ELECTRON
25464,4.1371964, 5.39171,17426, lithium ionization 1, ELECTRON
25464,0.2062164, 9.32269,17427, beryllium ionization 1, ELECTRON
25465,0.8493224, 5.39171,17428, lithium ionization 1, ELECTRON
25467,4.1257964, 5.39171,17429, lithium ionization 1, ELECTRON
25467,0.1948164, 9.32269,17430, beryllium ionization 1, ELECTRON
25469,4.0736231, 5.39171,17431, lithium ionization 1, ELECTRON
25469,0.1426431, 9.32269,17432, beryllium ionization 1, ELECTRON
25470,0.7906024, 5.39171,17433, lithium ionization 1, ELECTRON
25471,4.0809209, 5.39171,17434, lithium ionization 1, ELECTRON
25471,0.1499409, 9.32269,17435, beryllium ionization 1, ELECTRON
25472,4.1107920, 5.39171,17436, lithium ionization 1, ELECTRON
25472,0.1798120, 9.32269,17437, beryllium ionization 1, ELECTRON
25473,0.8348247, 5.39171,17438, lithium ionization 1, ELECTRON
25475,4.1795875, 5.39171,17439, lithium ionization 1, ELECTRON
25475,0.2486075, 9.32269,17440, beryllium ionization 1, ELECTRON
25477,0.8598424, 5.39171,17441, lithium ionization 1, ELECTRON
25479,4.1482542, 5.39171,17442, lithium ionization 1, ELECTRON
25479,0.2172742, 9.32269,17443, beryllium ionization 1, ELECTRON
25481,4.1687075, 5.39171,17444, lithium ionization 1, ELECTRON
25481,0.2377275, 9.32269,17445, beryllium ionization 1, ELECTRON
25484,4.1994853, 5.39171,17446, lithium ionization 1, ELECTRON
25484,0.2685053, 9.32269,17447, beryllium ionization 1, ELECTRON
25485,0.9412069, 5.39171,17448, lithium ionization 1, ELECTRON
25487,0.9925313, 5.39171,17449, lithium ionization 1, ELECTRON
25488,0.9991402, 5.39171,17450, lithium ionization 1, ELECTRON
25489,4.3208231, 5.39171,17451, lithium ionization 1, ELECTRON
25489,0.3898431, 9.32269,17452, beryllium ionization 1, ELECTRON
25490,1.0002780, 5.39171,17453, lithium ionization 1, ELECTRON
25492,4.2883475, 5.39171,17454, lithium ionization 1, ELECTRON
25492,0.3573675, 9.32269,17455, beryllium ionization 1, ELECTRON
25493,0.9658957, 5.39171,17456, lithium ionization 1, ELECTRON
25494,4.2416986, 5.39171,17457, lithium ionization 1, ELECTRON
25494,0.3107186, 9.32269,17458, beryllium ionization 1, ELECTRON
25495,4.2466275, 5.39171,17459, lithium ionization 1, ELECTRON
25495,0.3156475, 9.32269,17460, beryllium ionization 1, ELECTRON
25496,0.9617357, 5.39171,17461, lithium ionization 1, ELECTRON
25497,0.9671713, 5.39171,17462, lithium ionization 1, ELECTRON
25498,0.9574513, 5.39171,17463, lithium ionization 1, ELECTRON
25500,4.2793786, 5.39171,17464, lithium ionization 1, ELECTRON
25500,0.3483986, 9.32269,17465, beryllium ionization 1, ELECTRON
25501,0.9770024, 5.39171,17466, lithium ionization 1, ELECTRON
25502,0.9609002, 5.39171,17467, lithium ionization 1, ELECTRON
25503,4.2389431, 5.39171,17468, lithium ionization 1, ELECTRON
25503,0.3079631, 9.32269,17469, beryllium ionization 1, ELECTRON
25505,4.2266986, 5.39171,17470, lithium ionization 1, ELECTRON
25505,0.2957186, 9.32269,17471, beryllium ionization 1, ELECTRON
25506,0.9010291, 5.39171,17472, lithium ionization 1, ELECTRON
25507,4.1658586, 5.39171,17473, lithium ionization 1, ELECTRON
25507,0.2348786, 9.32269,17474, beryllium ionization 1, ELECTRON
25508,4.1569964, 5.39171,17475, lithium ionization 1, ELECTRON
25508,0.2260164, 9.32269,17476, beryllium ionization 1, ELECTRON
25509,0.8591357, 5.39171,17477, lithium ionization 1, ELECTRON
25510,4.1463031, 5.39171,17478, lithium ionization 1, ELECTRON
25510,0.2153231, 9.32269,17479, beryllium ionization 1, ELECTRON
25511,0.8586247, 5.39171,17480, lithium ionization 1, ELECTRON
25513,0.8649580, 5.39171,17481, lithium ionization 1, ELECTRON
25515,4.1590764, 5.39171,17482, lithium ionization 1, ELECTRON
25515,0.2280964, 9.32269,17483, beryllium ionization 1, ELECTRON
25519,0.8428380, 5.39171,17484, lithium ionization 1, ELECTRON
25520,4.1696675, 5.39171,17485, lithium ionization 1, ELECTRON
25520,0.2386875, 9.32269,17486, beryllium ionization 1, ELECTRON
25522,0.8489135, 5.39171,17487, lithium ionization 1, ELECTRON
25525,4.1171786, 5.39171,17488, lithium ionization 1, ELECTRON
25525,0.1861986, 9.32269,17489, beryllium ionization 1, ELECTRON
25526,0.8297669, 5.39171,17490, lithium ionization 1, ELECTRON
25527,0.8306024, 5.39171,17491, lithium ionization 1, ELECTRON
25528,4.1298275, 5.39171,17492, lithium ionization 1, ELECTRON
25528,0.1988475, 9.32269,17493, beryllium ionization 1, ELECTRON
25529,4.1243298, 5.39171,17494, lithium ionization 1, ELECTRON
25529,0.1933498, 9.32269,17495, beryllium ionization 1, ELECTRON
25530,0.8351535, 5.39171,17496, lithium ionization 1, ELECTRON
25531,4.1197520, 5.39171,17497, lithium ionization 1, ELECTRON
25531,0.1887720, 9.32269,17498, beryllium ionization 1, ELECTRON
25532,0.8312247, 5.39171,17499, lithium ionization 1, ELECTRON
25533,0.8278691, 5.39171,17500, lithium ionization 1, ELECTRON
25534,0.8225180, 5.39171,17501, lithium ionization 1, ELECTRON
25535,4.1183075, 5.39171,17502, lithium ionization 1, ELECTRON
25535,0.1873275, 9.32269,17503, beryllium ionization 1, ELECTRON
25536,4.1174231, 5.39171,17504, lithium ionization 1, ELECTRON
25536,0.1864431, 9.32269,17505, beryllium ionization 1, ELECTRON
25537,4.1168186, 5.39171,17506, lithium ionization 1, ELECTRON
25537,0.1858386, 9.32269,17507, beryllium ionization 1, ELECTRON
25539,4.1102542, 5.39171,17508, lithium ionization 1, ELECTRON
25539,0.1792742, 9.32269,17509, beryllium ionization 1, ELECTRON
25540,4.0822097, 5.39171,17510, lithium ionization 1, ELECTRON
25540,0.1512297, 9.32269,17511, beryllium ionization 1, ELECTRON
25541,4.0895608, 5.39171,17512, lithium ionization 1, ELECTRON
25541,0.1585808, 9.32269,17513, beryllium ionization 1, ELECTRON
25542,4.0889386, 5.39171,17514, lithium ionization 1, ELECTRON
25542,0.1579586, 9.32269,17515, beryllium ionization 1, ELECTRON
25543,0.8061713, 5.39171,17516, lithium ionization 1, ELECTRON
25544,0.7967135, 5.39171,17517, lithium ionization 1, ELECTRON
25545,0.7681535, 5.39171,17518, lithium ionization 1, ELECTRON
25546,4.0632897, 5.39171,17519, lithium ionization 1, ELECTRON
25546,0.1323097, 9.32269,17520, beryllium ionization 1, ELECTRON
25547,4.0257875, 5.39171,17521, lithium ionization 1, ELECTRON
25547,0.0948075, 9.32269,17522, beryllium ionization 1, ELECTRON
25549,4.0656853, 5.39171,17523, lithium ionization 1, ELECTRON
25549,0.1347053, 9.32269,17524, beryllium ionization 1, ELECTRON
25551,4.0448631, 5.39171,17525, lithium ionization 1, ELECTRON
25551,0.1138831, 9.32269,17526, beryllium ionization 1, ELECTRON
25552,0.7495447, 5.39171,17527, lithium ionization 1, ELECTRON
25553,4.0351609, 5.39171,17528, lithium ionization 1, ELECTRON
25553,0.1041809, 9.32269,17529, beryllium ionization 1, ELECTRON
25554,4.0365208, 5.39171,17530, lithium ionization 1, ELECTRON
25554,0.1055408, 9.32269,17531, beryllium ionization 1, ELECTRON
25555,4.0394453, 5.39171,17532, lithium ionization 1, ELECTRON
25555,0.1084653, 9.32269,17533, beryllium ionization 1, ELECTRON
25556,4.0361298, 5.39171,17534, lithium ionization 1, ELECTRON
25556,0.1051498, 9.32269,17535, beryllium ionization 1, ELECTRON
25558,4.0431520, 5.39171,17536, lithium ionization 1, ELECTRON
25558,0.1121720, 9.32269,17537, beryllium ionization 1, ELECTRON
25559,0.7637891, 5.39171,17538, lithium ionization 1, ELECTRON
25561,4.0014497, 5.39171,17539, lithium ionization 1, ELECTRON
25561,0.0704697, 9.32269,17540, beryllium ionization 1, ELECTRON
25563,3.9441831, 5.39171,17541, lithium ionization 1, ELECTRON
25563,0.0132031, 9.32269,17542, beryllium ionization 1, ELECTRON
25566,0.5832824, 5.39171,17543, lithium ionization 1, ELECTRON
25569,0.5249802, 5.39171,17544, lithium ionization 1, ELECTRON
25570,3.8072319, 5.39171,17545, lithium ionization 1, ELECTRON
25571,0.5032247, 5.39171,17546, lithium ionization 1, ELECTRON
25572,3.8144142, 5.39171,17547, lithium ionization 1, ELECTRON
25573,0.5233002, 5.39171,17548, lithium ionization 1, ELECTRON
25575,0.4932913, 5.39171,17549, lithium ionization 1, ELECTRON
25576,3.7736631, 5.39171,17550, lithium ionization 1, ELECTRON
25577,0.5178647, 5.39171,17551, lithium ionization 1, ELECTRON
25579,3.7970986, 5.39171,17552, lithium ionization 1, ELECTRON
25581,3.8150942, 5.39171,17553, lithium ionization 1, ELECTRON
25583,3.8454719, 5.39171,17554, lithium ionization 1, ELECTRON
25584,0.5303402, 5.39171,17555, lithium ionization 1, ELECTRON
25585,0.5294513, 5.39171,17556, lithium ionization 1, ELECTRON
25588,0.5446913, 5.39171,17557, lithium ionization 1, ELECTRON
25589,0.5598646, 5.39171,17558, lithium ionization 1, ELECTRON
25590,0.5795002, 5.39171,17559, lithium ionization 1, ELECTRON
25591,3.7903609, 5.39171,17560, lithium ionization 1, ELECTRON
25592,0.4698958, 5.39171,17561, lithium ionization 1, ELECTRON
25594,3.6655253, 5.39171,17562, lithium ionization 1, ELECTRON
25597,3.5916630, 5.39171,17563, lithium ionization 1, ELECTRON
25598,3.5702631, 5.39171,17564, lithium ionization 1, ELECTRON
25599,3.5861653, 5.39171,17565, lithium ionization 1, ELECTRON
25600,0.2910780, 5.39171,17566, lithium ionization 1, ELECTRON
25601,0.2333758, 5.39171,17567, lithium ionization 1, ELECTRON
25603,3.4976320, 5.39171,17568, lithium ionization 1, ELECTRON
25604,0.0829624, 5.39171,17569, lithium ionization 1, ELECTRON
25605,3.4256986, 5.39171,17570, lithium ionization 1, ELECTRON
25606,0.1961846, 5.39171,17571, lithium ionization 1, ELECTRON
25609,3.7475653, 5.39171,17572, lithium ionization 1, ELECTRON
25610,0.3763847, 5.39171,17573, lithium ionization 1, ELECTRON
25611,0.3651402, 5.39171,17574, lithium ionization 1, ELECTRON
25613,0.2578513, 5.39171,17575, lithium ionization 1, ELECTRON
25614,3.4818986, 5.39171,17576, lithium ionization 1, ELECTRON
25615,3.4996765, 5.39171,17577, lithium ionization 1, ELECTRON
25618,3.4827209, 5.39171,17578, lithium ionization 1, ELECTRON
25619,0.2476068, 5.39171,17579, lithium ionization 1, ELECTRON
25620,0.3450958, 5.39171,17580, lithium ionization 1, ELECTRON
25621,0.3285846, 5.39171,17581, lithium ionization 1, ELECTRON
25622,3.5761653, 5.39171,17582, lithium ionization 1, ELECTRON
25623,0.2543402, 5.39171,17583, lithium ionization 1, ELECTRON
25624,3.5500986, 5.39171,17584, lithium ionization 1, ELECTRON
25625,3.5280098, 5.39171,17585, lithium ionization 1, ELECTRON
25627,0.2679180, 5.39171,17586, lithium ionization 1, ELECTRON
25628,0.2443847, 5.39171,17587, lithium ionization 1, ELECTRON
25629,0.2703847, 5.39171,17588, lithium ionization 1, ELECTRON
25630,0.2452291, 5.39171,17589, lithium ionization 1, ELECTRON
25632,3.5169208, 5.39171,17590, lithium ionization 1, ELECTRON
25633,0.2074513, 5.39171,17591, lithium ionization 1, ELECTRON
25634,3.4888098, 5.39171,17592, lithium ionization 1, ELECTRON
25637,3.5043208, 5.39171,17593, lithium ionization 1, ELECTRON
25638,3.5239653, 5.39171,17594, lithium ionization 1, ELECTRON
25639,0.2526958, 5.39171,17595, lithium ionization 1, ELECTRON
25640,3.5421653, 5.39171,17596, lithium ionization 1, ELECTRON
25641,0.2441402, 5.39171,17597, lithium ionization 1, ELECTRON
25642,3.5466319, 5.39171,17598, lithium ionization 1, ELECTRON
25645,0.2880736, 5.39171,17599, lithium ionization 1, ELECTRON
25646,3.5684098, 5.39171,17600, lithium ionization 1, ELECTRON
25647,0.3280291, 5.39171,17601, lithium ionization 1, ELECTRON
25649,3.5393653, 5.39171,17602, lithium ionization 1, ELECTRON
25650,0.2548291, 5.39171,17603, lithium ionization 1, ELECTRON
25651,3.5078320, 5.39171,17604, lithium ionization 1, ELECTRON
25652,3.5259209, 5.39171,17605, lithium ionization 1, ELECTRON
25653,3.5452320, 5.39171,17606, lithium ionization 1, ELECTRON
25654,0.2784291, 5.39171,17607, lithium ionization 1, ELECTRON
25655,3.5544097, 5.39171,17608, lithium ionization 1, ELECTRON
25656,3.5663431, 5.39171,17609, lithium ionization 1, ELECTRON
25657,3.5735875, 5.39171,17610, lithium ionization 1, ELECTRON
25658,3.5744986, 5.39171,17611, lithium ionization 1, ELECTRON
25659,3.5000097, 5.39171,17612, lithium ionization 1, ELECTRON
25660,0.1089180, 5.39171,17613, lithium ionization 1, ELECTRON
25662,0.1023179, 5.39171,17614, lithium ionization 1, ELECTRON
25663,3.3216987, 5.39171,17615, lithium ionization 1, ELECTRON
25665,3.2058098, 5.39171,17616, lithium ionization 1, ELECTRON
25669,3.2173208, 5.39171,17617, lithium ionization 1, ELECTRON
25671,3.1501653, 5.39171,17618, lithium ionization 1, ELECTRON
25675,3.0878764, 5.39171,17619, lithium ionization 1, ELECTRON
25677,3.0595208, 5.39171,17620, lithium ionization 1, ELECTRON
25680,3.0238098, 5.39171,17621, lithium ionization 1, ELECTRON
25681,2.9369208, 5.39171,17622, lithium ionization 1, ELECTRON
25683,3.0583875, 5.39171,17623, lithium ionization 1, ELECTRON
25684,3.0458542, 5.39171,17624, lithium ionization 1, ELECTRON
25686,3.0064987, 5.39171,17625, lithium ionization 1, ELECTRON
25688,2.9374097, 5.39171,17626, lithium ionization 1, ELECTRON
25689,2.9132098, 5.39171,17627, lithium ionization 1, ELECTRON
25693,2.6679431, 5.39171,17628, lithium ionization 1, ELECTRON
25695,2.6787209, 5.39171,17629, lithium ionization 1, ELECTRON
25696,2.5937209, 5.39171,17630, lithium ionization 1, ELECTRON
25697,2.5826763, 5.39171,17631, lithium ionization 1, ELECTRON
25699,2.6454542, 5.39171,17632, lithium ionization 1, ELECTRON
25700,2.6045875, 5.39171,17633, lithium ionization 1, ELECTRON
25701,2.5914764, 5.39171,17634, lithium ionization 1, ELECTRON
25702,2.6036098, 5.39171,17635, lithium ionization 1, ELECTRON
25704,2.5240319, 5.39171,17636, lithium ionization 1, ELECTRON
25711,2.5820542, 5.39171,17637, lithium ionization 1, ELECTRON
25716,2.6928763, 5.39171,17638, lithium ionization 1, ELECTRON
25717,2.6776763, 5.39171,17639, lithium ionization 1, ELECTRON
25718,2.6677652, 5.39171,17640, lithium ionization 1, ELECTRON
25720,2.7076987, 5.39171,17641, lithium ionization 1, ELECTRON
25723,2.8935875, 5.39171,17642, lithium ionization 1, ELECTRON
25728,2.8848542, 5.39171,17643, lithium ionization 1, ELECTRON
25730,3.0298097, 5.39171,17644, lithium ionization 1, ELECTRON
25736,2.9266987, 5.39171,17645, lithium ionization 1, ELECTRON
25737,2.9397431, 5.39171,17646, lithium ionization 1, ELECTRON
25741,3.0298986, 5.39171,17647, lithium ionization 1, ELECTRON
25742,3.0260987, 5.39171,17648, lithium ionization 1, ELECTRON
25746,3.0582764, 5.39171,17649, lithium ionization 1, ELECTRON
25747,3.1064542, 5.39171,17650, lithium ionization 1, ELECTRON
25752,2.9456986, 5.39171,17651, lithium ionization 1, ELECTRON
25757,2.9214098, 5.39171,17652, lithium ionization 1, ELECTRON
25759,2.8541876, 5.39171,17653, lithium ionization 1, ELECTRON
25762,2.8932986, 5.39171,17654, lithium ionization 1, ELECTRON
25764,2.8277653, 5.39171,17655, lithium ionization 1, ELECTRON
25766,2.8604764, 5.39171,17656, lithium ionization 1, ELECTRON
25768,2.9152764, 5.39171,17657, lithium ionization 1, ELECTRON
25769,2.9382542, 5.39171,17658, lithium ionization 1, ELECTRON
25770,2.9769208, 5.39171,17659, lithium ionization 1, ELECTRON
25772,2.9593653, 5.39171,17660, lithium ionization 1, ELECTRON
25777,3.0834987, 5.39171,17661, lithium ionization 1, ELECTRON
25783,3.1972097, 5.39171,17662, lithium ionization 1, ELECTRON
25788,3.1376097, 5.39171,17663, lithium ionization 1, ELECTRON
25790,3.0794764, 5.39171,17664, lithium ionization 1, ELECTRON
25791,3.0919876, 5.39171,17665, lithium ionization 1, ELECTRON
25797,3.1400542, 5.39171,17666, lithium ionization 1, ELECTRON
25798,3.1507430, 5.39171,17667, lithium ionization 1, ELECTRON
25801,3.1087209, 5.39171,17668, lithium ionization 1, ELECTRON
25802,3.1494542, 5.39171,17669, lithium ionization 1, ELECTRON
25806,3.1017431, 5.39171,17670, lithium ionization 1, ELECTRON
25811,2.9508764, 5.39171,17671, lithium ionization 1, ELECTRON
25814,2.9748764, 5.39171,17672, lithium ionization 1, ELECTRON
25815,2.9726986, 5.39171,17673, lithium ionization 1, ELECTRON
25821,2.9957209, 5.39171,17674, lithium ionization 1, ELECTRON
25822,3.0294097, 5.39171,17675, lithium ionization 1, ELECTRON
25823,3.0355875, 5.39171,17676, lithium ionization 1, ELECTRON
25825,3.0453209, 5.39171,17677, lithium ionization 1, ELECTRON
25830,3.0199875, 5.39171,17678, lithium ionization 1, ELECTRON
25831,3.0485209, 5.39171,17679, lithium ionization 1, ELECTRON
25832,3.0436319, 5.39171,17680, lithium ionization 1, ELECTRON
25834,2.9542542, 5.39171,17681, lithium ionization 1, ELECTRON
25842,2.9084320, 5.39171,17682, lithium ionization 1, ELECTRON
25845,2.9565431, 5.39171,17683, lithium ionization 1, ELECTRON
25846,3.0020097, 5.39171,17684, lithium ionization 1, ELECTRON
25847,2.9502764, 5.39171,17685, lithium ionization 1, ELECTRON
25848,2.9847653, 5.39171,17686, lithium ionization 1, ELECTRON
25849,2.9696765, 5.39171,17687, lithium ionization 1, ELECTRON
25852,2.9009209, 5.39171,17688, lithium ionization 1, ELECTRON
25857,2.8500542, 5.39171,17689, lithium ionization 1, ELECTRON
25864,2.8302542, 5.39171,17690, lithium ionization 1, ELECTRON
25865,2.8269431, 5.39171,17691, lithium ionization 1, ELECTRON
25866,2.8017431, 5.39171,17692, lithium ionization 1, ELECTRON
25868,2.7936098, 5.39171,17693, lithium ionization 1, ELECTRON
25869,2.8587653, 5.39171,17694, lithium ionization 1, ELECTRON
25870,2.8382986, 5.39171,17695, lithium ionization 1, ELECTRON
25871,2.8103875, 5.39171,17696, lithium ionization 1, ELECTRON
25872,2.8066097, 5.39171,17697, lithium ionization 1, ELECTRON
25874,2.7227874, 5.39171,17698, lithium ionization 1, ELECTRON
25876,2.7451208, 5.39171,17699, lithium ionization 1, ELECTRON
25877,2.7580763, 5.39171,17700, lithium ionization 1, ELECTRON
25880,2.7467209, 5.39171,17701, lithium ionization 1, ELECTRON
25882,2.7177874, 5.39171,17702, lithium ionization 1, ELECTRON
25884,2.7214986, 5.39171,17703, lithium ionization 1, ELECTRON
25886,2.6789654, 5.39171,17704, lithium ionization 1, ELECTRON
25887,2.6628763, 5.39171,17705, lithium ionization 1, ELECTRON
25888,2.6079652, 5.39171,17706, lithium ionization 1, ELECTRON
25889,2.5477874, 5.39171,17707, lithium ionization 1, ELECTRON
25890,2.5607653, 5.39171,17708, lithium ionization 1, ELECTRON
25891,2.5573653, 5.39171,17709, lithium ionization 1, ELECTRON
25895,2.2181876, 5.39171,17710, lithium ionization 1, ELECTRON
25896,2.1750097, 5.39171,17711, lithium ionization 1, ELECTRON
25898,2.0058097, 5.39171,17712, lithium ionization 1, ELECTRON
25899,1.7956097, 5.39171,17713, lithium ionization 1, ELECTRON
25900,1.8769209, 5.39171,17714, lithium ionization 1, ELECTRON
25903,1.7656097, 5.39171,17715, lithium ionization 1, ELECTRON
25904,1.8970542, 5.39171,17716, lithium ionization 1, ELECTRON
25905,2.2069209, 5.39171,17717, lithium ionization 1, ELECTRON
25906,2.1081431, 5.39171,17718, lithium ionization 1, ELECTRON
25907,2.1180098, 5.39171,17719, lithium ionization 1, ELECTRON
25912,2.0449654, 5.39171,17720, lithium ionization 1, ELECTRON
25916,2.0013653, 5.39171,17721, lithium ionization 1, ELECTRON
25918,1.9547208, 5.39171,17722, lithium ionization 1, ELECTRON
25919,1.9374542, 5.39171,17723, lithium ionization 1, ELECTRON
25920,2.0480320, 5.39171,17724, lithium ionization 1, ELECTRON
25921,2.0711431, 5.39171,17725, lithium ionization 1, ELECTRON
25922,2.2258764, 5.39171,17726, lithium ionization 1, ELECTRON
25928,2.3337876, 5.39171,17727, lithium ionization 1, ELECTRON
25931,2.4215431, 5.39171,17728, lithium ionization 1, ELECTRON
25932,2.4089876, 5.39171,17729, lithium ionization 1, ELECTRON
25933,2.4814986, 5.39171,17730, lithium ionization 1, ELECTRON
25934,2.3957431, 5.39171,17731, lithium ionization 1, ELECTRON
25935,2.2394319, 5.39171,17732, lithium ionization 1, ELECTRON
25940,2.1028320, 5.39171,17733, lithium ionization 1, ELECTRON
25942,1.8151875, 5.39171,17734, lithium ionization 1, ELECTRON
25951,2.1488987, 5.39171,17735, lithium ionization 1, ELECTRON
25952,2.1913431, 5.39171,17736, lithium ionization 1, ELECTRON
25956,2.4146986, 5.39171,17737, lithium ionization 1, ELECTRON
25963,2.4687876, 5.39171,17738, lithium ionization 1, ELECTRON
25964,2.5010542, 5.39171,17739, lithium ionization 1, ELECTRON
25965,2.4295430, 5.39171,17740, lithium ionization 1, ELECTRON
25966,2.4650543, 5.39171,17741, lithium ionization 1, ELECTRON
25969,2.4712542, 5.39171,17742, lithium ionization 1, ELECTRON
25971,2.5352319, 5.39171,17743, lithium ionization 1, ELECTRON
25974,2.5339208, 5.39171,17744, lithium ionization 1, ELECTRON
25975,2.5769653, 5.39171,17745, lithium ionization 1, ELECTRON
25976,2.6557431, 5.39171,17746, lithium ionization 1, ELECTRON
25978,2.7018764, 5.39171,17747, lithium ionization 1, ELECTRON
25980,2.5470764, 5.39171,17748, lithium ionization 1, ELECTRON
25982,2.5260542, 5.39171,17749, lithium ionization 1, ELECTRON
25986,2.6493654, 5.39171,17750, lithium ionization 1, ELECTRON
25988,2.6184765, 5.39171,17751, lithium ionization 1, ELECTRON
25994,2.4693876, 5.39171,17752, lithium ionization 1, ELECTRON
25996,2.2725209, 5.39171,17753, lithium ionization 1, ELECTRON
25997,2.2611208, 5.39171,17754, lithium ionization 1, ELECTRON
25999,2.2354986, 5.39171,17755, lithium ionization 1, ELECTRON
26000,2.0550543, 5.39171,17756, lithium ionization 1, ELECTRON
26004,2.0711653, 5.39171,17757, lithium ionization 1, ELECTRON
26005,1.9359208, 5.39171,17758, lithium ionization 1, ELECTRON
26010,2.3126320, 5.39171,17759, lithium ionization 1, ELECTRON
26011,2.2881431, 5.39171,17760, lithium ionization 1, ELECTRON
26013,2.2924763, 5.39171,17761, lithium ionization 1, ELECTRON
26015,2.1965875, 5.39171,17762, lithium ionization 1, ELECTRON
26018,2.2479209, 5.39171,17763, lithium ionization 1, ELECTRON
26019,2.2635430, 5.39171,17764, lithium ionization 1, ELECTRON
26022,2.5313431, 5.39171,17765, lithium ionization 1, ELECTRON
26024,2.4748319, 5.39171,17766, lithium ionization 1, ELECTRON
26030,2.7034987, 5.39171,17767, lithium ionization 1, ELECTRON
26031,2.8502542, 5.39171,17768, lithium ionization 1, ELECTRON
26041,3.0173653, 5.39171,17769, lithium ionization 1, ELECTRON
26047,2.9179209, 5.39171,17770, lithium ionization 1, ELECTRON
26048,2.8928320, 5.39171,17771, lithium ionization 1, ELECTRON
26049,2.8887875, 5.39171,17772, lithium ionization 1, ELECTRON
26050,2.8689208, 5.39171,17773, lithium ionization 1, ELECTRON
26051,2.8833209, 5.39171,17774, lithium ionization 1, ELECTRON
26052,2.9331653, 5.39171,17775, lithium ionization 1, ELECTRON
26053,3.0431209, 5.39171,17776, lithium ionization 1, ELECTRON
26054,3.0087653, 5.39171,17777, lithium ionization 1, ELECTRON
26057,3.0362987, 5.39171,17778, lithium ionization 1, ELECTRON
26061,2.8433209, 5.39171,17779, lithium ionization 1, ELECTRON
26062,2.8485653, 5.39171,17780, lithium ionization 1, ELECTRON
26063,2.9302764, 5.39171,17781, lithium ionization 1, ELECTRON
26065,2.9848764, 5.39171,17782, lithium ionization 1, ELECTRON
26066,2.9662764, 5.39171,17783, lithium ionization 1, ELECTRON
26067,2.9275875, 5.39171,17784, lithium ionization 1, ELECTRON
26069,2.8510764, 5.39171,17785, lithium ionization 1, ELECTRON
26073,2.9010987, 5.39171,17786, lithium ionization 1, ELECTRON
26076,2.8777209, 5.39171,17787, lithium ionization 1, ELECTRON
26078,2.8313653, 5.39171,17788, lithium ionization 1, ELECTRON
26081,2.6918098, 5.39171,17789, lithium ionization 1, ELECTRON
26083,2.6492319, 5.39171,17790, lithium ionization 1, ELECTRON
26084,2.6086987, 5.39171,17791, lithium ionization 1, ELECTRON
26087,2.4774542, 5.39171,17792, lithium ionization 1, ELECTRON
26090,2.5602319, 5.39171,17793, lithium ionization 1, ELECTRON
26091,2.5452097, 5.39171,17794, lithium ionization 1, ELECTRON
26092,2.5924763, 5.39171,17795, lithium ionization 1, ELECTRON
26094,2.5704986, 5.39171,17796, lithium ionization 1, ELECTRON
26095,2.4811653, 5.39171,17797, lithium ionization 1, ELECTRON
26097,2.4376098, 5.39171,17798, lithium ionization 1, ELECTRON
26098,2.4547208, 5.39171,17799, lithium ionization 1, ELECTRON
26100,2.5035876, 5.39171,17800, lithium ionization 1, ELECTRON
26101,2.5486098, 5.39171,17801, lithium ionization 1, ELECTRON
26102,2.5050097, 5.39171,17802, lithium ionization 1, ELECTRON
26103,2.5007208, 5.39171,17803, lithium ionization 1, ELECTRON
26106,2.5825653, 5.39171,17804, lithium ionization 1, ELECTRON
26107,2.6300319, 5.39171,17805, lithium ionization 1, ELECTRON
26108,2.6439654, 5.39171,17806, lithium ionization 1, ELECTRON
26110,2.6799654, 5.39171,17807, lithium ionization 1, ELECTRON
26111,2.6518985, 5.39171,17808, lithium ionization 1, ELECTRON
26113,2.5529652, 5.39171,17809, lithium ionization 1, ELECTRON
26116,2.5338319, 5.39171,17810, lithium ionization 1, ELECTRON
26119,2.4590319, 5.39171,17811, lithium ionization 1, ELECTRON
26122,2.4760320, 5.39171,17812, lithium ionization 1, ELECTRON
26125,2.6412986, 5.39171,17813, lithium ionization 1, ELECTRON
26126,2.5950986, 5.39171,17814, lithium ionization 1, ELECTRON
26130,2.8653653, 5.39171,17815, lithium ionization 1, ELECTRON
26134,2.9942319, 5.39171,17816, lithium ionization 1, ELECTRON
26141,3.0134320, 5.39171,17817, lithium ionization 1, ELECTRON
26143,3.0994986, 5.39171,17818, lithium ionization 1, ELECTRON
26145,3.0730320, 5.39171,17819, lithium ionization 1, ELECTRON
26147,2.9837653, 5.39171,17820, lithium ionization 1, ELECTRON
26149,2.9578986, 5.39171,17821, lithium ionization 1, ELECTRON
26150,2.9644320, 5.39171,17822, lithium ionization 1, ELECTRON
26151,2.9625653, 5.39171,17823, lithium ionization 1, ELECTRON
26154,3.0982320, 5.39171,17824, lithium ionization 1, ELECTRON
26157,0.0064069, 5.39171,17825, lithium ionization 1, ELECTRON
26158,3.2098986, 5.39171,17826, lithium ionization 1, ELECTRON
26160,3.2083653, 5.39171,17827, lithium ionization 1, ELECTRON
26163,3.2602320, 5.39171,17828, lithium ionization 1, ELECTRON
26165,0.0712069, 5.39171,17829, lithium ionization 1, ELECTRON
26166,0.0576068, 5.39171,17830, lithium ionization 1, ELECTRON
26169,3.2618986, 5.39171,17831, lithium ionization 1, ELECTRON
26170,3.2758320, 5.39171,17832, lithium ionization 1, ELECTRON
26171,3.1833653, 5.39171,17833, lithium ionization 1, ELECTRON
26172,3.1833653, 5.39171,17834, lithium ionization 1, ELECTRON
