Peak Number,Energy (eV),electron number, atom,ELECTRON
17975,0.8425269, 5.39171,12400, lithium ionization 1, ELECTRON
17976,0.8436558, 5.39171,12401, lithium ionization 1, ELECTRON
17978,0.8297669, 5.39171,12402, lithium ionization 1, ELECTRON
17979,0.8306024, 5.39171,12403, lithium ionization 1, ELECTRON
17980,4.1298275, 5.39171,12404, lithium ionization 1, ELECTRON
17980,0.1988475, 9.32269,12405, beryllium ionization 1, ELECTRON
17981,0.8333047, 5.39171,12406, lithium ionization 1, ELECTRON
17983,4.1197520, 5.39171,12407, lithium ionization 1, ELECTRON
17983,0.1887720, 9.32269,12408, beryllium ionization 1, ELECTRON
17984,4.1222498, 5.39171,12409, lithium ionization 1, ELECTRON
17984,0.1912698, 9.32269,12410, beryllium ionization 1, ELECTRON
17988,0.8263980, 5.39171,12411, lithium ionization 1, ELECTRON
17989,4.1168186, 5.39171,12412, lithium ionization 1, ELECTRON
17989,0.1858386, 9.32269,12413, beryllium ionization 1, ELECTRON
17990,4.1232275, 5.39171,12414, lithium ionization 1, ELECTRON
17990,0.1922475, 9.32269,12415, beryllium ionization 1, ELECTRON
17991,0.8192291, 5.39171,12416, lithium ionization 1, ELECTRON
17992,0.7911846, 5.39171,12417, lithium ionization 1, ELECTRON
17993,0.7985357, 5.39171,12418, lithium ionization 1, ELECTRON
17994,4.0889386, 5.39171,12419, lithium ionization 1, ELECTRON
17994,0.1579586, 9.32269,12420, beryllium ionization 1, ELECTRON
17995,0.8061713, 5.39171,12421, lithium ionization 1, ELECTRON
17996,4.0877386, 5.39171,12422, lithium ionization 1, ELECTRON
17996,0.1567586, 9.32269,12423, beryllium ionization 1, ELECTRON
17997,0.7681535, 5.39171,12424, lithium ionization 1, ELECTRON
17998,4.0632897, 5.39171,12425, lithium ionization 1, ELECTRON
17998,0.1323097, 9.32269,12426, beryllium ionization 1, ELECTRON
17999,0.7347624, 5.39171,12427, lithium ionization 1, ELECTRON
18000,4.0489919, 5.39171,12428, lithium ionization 1, ELECTRON
18000,0.1180119, 9.32269,12429, beryllium ionization 1, ELECTRON
18001,4.0656853, 5.39171,12430, lithium ionization 1, ELECTRON
18001,0.1347053, 9.32269,12431, beryllium ionization 1, ELECTRON
18004,0.7495447, 5.39171,12432, lithium ionization 1, ELECTRON
18007,0.7484202, 5.39171,12433, lithium ionization 1, ELECTRON
18008,4.0361298, 5.39171,12434, lithium ionization 1, ELECTRON
18008,0.1051498, 9.32269,12435, beryllium ionization 1, ELECTRON
18010,4.0431520, 5.39171,12436, lithium ionization 1, ELECTRON
18010,0.1121720, 9.32269,12437, beryllium ionization 1, ELECTRON
18011,0.7637891, 5.39171,12438, lithium ionization 1, ELECTRON
18012,0.7417402, 5.39171,12439, lithium ionization 1, ELECTRON
18013,0.7104246, 5.39171,12440, lithium ionization 1, ELECTRON
18014,0.6927269, 5.39171,12441, lithium ionization 1, ELECTRON
18016,3.8717742, 5.39171,12442, lithium ionization 1, ELECTRON
18017,0.5726246, 5.39171,12443, lithium ionization 1, ELECTRON
18018,3.8743075, 5.39171,12444, lithium ionization 1, ELECTRON
18019,3.8616853, 5.39171,12445, lithium ionization 1, ELECTRON
18020,3.7948542, 5.39171,12446, lithium ionization 1, ELECTRON
18021,3.8160053, 5.39171,12447, lithium ionization 1, ELECTRON
18022,3.8072319, 5.39171,12448, lithium ionization 1, ELECTRON
18023,3.7942498, 5.39171,12449, lithium ionization 1, ELECTRON
18024,3.8144142, 5.39171,12450, lithium ionization 1, ELECTRON
18025,3.8143253, 5.39171,12451, lithium ionization 1, ELECTRON
18026,0.4601180, 5.39171,12452, lithium ionization 1, ELECTRON
18028,3.7736631, 5.39171,12453, lithium ionization 1, ELECTRON
18029,0.5178647, 5.39171,12454, lithium ionization 1, ELECTRON
18030,0.5605624, 5.39171,12455, lithium ionization 1, ELECTRON
18031,0.5060735, 5.39171,12456, lithium ionization 1, ELECTRON
18032,0.5341224, 5.39171,12457, lithium ionization 1, ELECTRON
18033,3.8150942, 5.39171,12458, lithium ionization 1, ELECTRON
18034,3.8202586, 5.39171,12459, lithium ionization 1, ELECTRON
18035,0.5544468, 5.39171,12460, lithium ionization 1, ELECTRON
18036,0.5303402, 5.39171,12461, lithium ionization 1, ELECTRON
18037,0.5294513, 5.39171,12462, lithium ionization 1, ELECTRON
18040,0.5446913, 5.39171,12463, lithium ionization 1, ELECTRON
18041,0.5598646, 5.39171,12464, lithium ionization 1, ELECTRON
18042,3.8705253, 5.39171,12465, lithium ionization 1, ELECTRON
18043,0.4993358, 5.39171,12466, lithium ionization 1, ELECTRON
18044,3.7609209, 5.39171,12467, lithium ionization 1, ELECTRON
18045,3.7477164, 5.39171,12468, lithium ionization 1, ELECTRON
18046,3.6655253, 5.39171,12469, lithium ionization 1, ELECTRON
18047,3.6426586, 5.39171,12470, lithium ionization 1, ELECTRON
18048,3.6464631, 5.39171,12471, lithium ionization 1, ELECTRON
18050,0.2792380, 5.39171,12472, lithium ionization 1, ELECTRON
18051,0.2951402, 5.39171,12473, lithium ionization 1, ELECTRON
18052,0.2910780, 5.39171,12474, lithium ionization 1, ELECTRON
18053,0.2333758, 5.39171,12475, lithium ionization 1, ELECTRON
18055,3.4976320, 5.39171,12476, lithium ionization 1, ELECTRON
18058,3.4872097, 5.39171,12477, lithium ionization 1, ELECTRON
18059,0.2858957, 5.39171,12478, lithium ionization 1, ELECTRON
18061,3.7475653, 5.39171,12479, lithium ionization 1, ELECTRON
18062,3.6674098, 5.39171,12480, lithium ionization 1, ELECTRON
18063,0.3651402, 5.39171,12481, lithium ionization 1, ELECTRON
18064,0.3620735, 5.39171,12482, lithium ionization 1, ELECTRON
18065,0.2578513, 5.39171,12483, lithium ionization 1, ELECTRON
18066,3.4818986, 5.39171,12484, lithium ionization 1, ELECTRON
18068,0.2493847, 5.39171,12485, lithium ionization 1, ELECTRON
18069,3.4988098, 5.39171,12486, lithium ionization 1, ELECTRON
18071,0.2476068, 5.39171,12487, lithium ionization 1, ELECTRON
18072,0.3450958, 5.39171,12488, lithium ionization 1, ELECTRON
18073,3.6196097, 5.39171,12489, lithium ionization 1, ELECTRON
18074,3.5761653, 5.39171,12490, lithium ionization 1, ELECTRON
18075,3.5453653, 5.39171,12491, lithium ionization 1, ELECTRON
18078,0.1944290, 5.39171,12492, lithium ionization 1, ELECTRON
18079,3.5589431, 5.39171,12493, lithium ionization 1, ELECTRON
18080,3.5354098, 5.39171,12494, lithium ionization 1, ELECTRON
18081,0.2703847, 5.39171,12495, lithium ionization 1, ELECTRON
18084,0.2258957, 5.39171,12496, lithium ionization 1, ELECTRON
18085,3.4984764, 5.39171,12497, lithium ionization 1, ELECTRON
18086,0.1977847, 5.39171,12498, lithium ionization 1, ELECTRON
18087,0.1652291, 5.39171,12499, lithium ionization 1, ELECTRON
18088,0.1928291, 5.39171,12500, lithium ionization 1, ELECTRON
18090,3.5239653, 5.39171,12501, lithium ionization 1, ELECTRON
18091,3.5437209, 5.39171,12502, lithium ionization 1, ELECTRON
18092,0.2511402, 5.39171,12503, lithium ionization 1, ELECTRON
18093,0.2441402, 5.39171,12504, lithium ionization 1, ELECTRON
18094,0.2556068, 5.39171,12505, lithium ionization 1, ELECTRON
18095,3.5474097, 5.39171,12506, lithium ionization 1, ELECTRON
18097,3.5790987, 5.39171,12507, lithium ionization 1, ELECTRON
18098,0.2773847, 5.39171,12508, lithium ionization 1, ELECTRON
18099,3.6190542, 5.39171,12509, lithium ionization 1, ELECTRON
18100,3.5913431, 5.39171,12510, lithium ionization 1, ELECTRON
18104,0.2348958, 5.39171,12511, lithium ionization 1, ELECTRON
18105,3.5452320, 5.39171,12512, lithium ionization 1, ELECTRON
18106,0.2784291, 5.39171,12513, lithium ionization 1, ELECTRON
18107,0.2633846, 5.39171,12514, lithium ionization 1, ELECTRON
18111,3.5000097, 5.39171,12515, lithium ionization 1, ELECTRON
18112,3.3999431, 5.39171,12516, lithium ionization 1, ELECTRON
18115,3.3216987, 5.39171,12517, lithium ionization 1, ELECTRON
18118,3.1796765, 5.39171,12518, lithium ionization 1, ELECTRON
18120,3.1818986, 5.39171,12519, lithium ionization 1, ELECTRON
18122,3.1627431, 5.39171,12520, lithium ionization 1, ELECTRON
18123,3.1501653, 5.39171,12521, lithium ionization 1, ELECTRON
18126,3.1380764, 5.39171,12522, lithium ionization 1, ELECTRON
18128,3.1258320, 5.39171,12523, lithium ionization 1, ELECTRON
18132,3.0238098, 5.39171,12524, lithium ionization 1, ELECTRON
18133,2.9369208, 5.39171,12525, lithium ionization 1, ELECTRON
18138,3.0064987, 5.39171,12526, lithium ionization 1, ELECTRON
18139,3.0013875, 5.39171,12527, lithium ionization 1, ELECTRON
18140,2.9374097, 5.39171,12528, lithium ionization 1, ELECTRON
18141,2.9132098, 5.39171,12529, lithium ionization 1, ELECTRON
18142,2.8596542, 5.39171,12530, lithium ionization 1, ELECTRON
18146,2.5257653, 5.39171,12531, lithium ionization 1, ELECTRON
18147,2.6787209, 5.39171,12532, lithium ionization 1, ELECTRON
18148,2.5937209, 5.39171,12533, lithium ionization 1, ELECTRON
18149,2.5826763, 5.39171,12534, lithium ionization 1, ELECTRON
18154,2.6036098, 5.39171,12535, lithium ionization 1, ELECTRON
18161,2.6151208, 5.39171,12536, lithium ionization 1, ELECTRON
18162,2.5418320, 5.39171,12537, lithium ionization 1, ELECTRON
18163,2.5820542, 5.39171,12538, lithium ionization 1, ELECTRON
18165,2.5875209, 5.39171,12539, lithium ionization 1, ELECTRON
18168,2.6928763, 5.39171,12540, lithium ionization 1, ELECTRON
18172,2.7076987, 5.39171,12541, lithium ionization 1, ELECTRON
18175,2.8935875, 5.39171,12542, lithium ionization 1, ELECTRON
18178,2.9653209, 5.39171,12543, lithium ionization 1, ELECTRON
18184,3.1525875, 5.39171,12544, lithium ionization 1, ELECTRON
18185,3.2302542, 5.39171,12545, lithium ionization 1, ELECTRON
18187,2.9967876, 5.39171,12546, lithium ionization 1, ELECTRON
18192,2.9217876, 5.39171,12547, lithium ionization 1, ELECTRON
18193,3.0298986, 5.39171,12548, lithium ionization 1, ELECTRON
18194,3.0260987, 5.39171,12549, lithium ionization 1, ELECTRON
18195,2.9924764, 5.39171,12550, lithium ionization 1, ELECTRON
18198,3.0582764, 5.39171,12551, lithium ionization 1, ELECTRON
18201,3.0688764, 5.39171,12552, lithium ionization 1, ELECTRON
18204,2.9456986, 5.39171,12553, lithium ionization 1, ELECTRON
18205,2.9444320, 5.39171,12554, lithium ionization 1, ELECTRON
18209,2.9214098, 5.39171,12555, lithium ionization 1, ELECTRON
18210,2.7873208, 5.39171,12556, lithium ionization 1, ELECTRON
18215,2.8836098, 5.39171,12557, lithium ionization 1, ELECTRON
18216,2.8277653, 5.39171,12558, lithium ionization 1, ELECTRON
18221,2.9382542, 5.39171,12559, lithium ionization 1, ELECTRON
18226,2.9903875, 5.39171,12560, lithium ionization 1, ELECTRON
18229,3.0834987, 5.39171,12561, lithium ionization 1, ELECTRON
18231,3.1704986, 5.39171,12562, lithium ionization 1, ELECTRON
18233,3.1708320, 5.39171,12563, lithium ionization 1, ELECTRON
18234,3.1995208, 5.39171,12564, lithium ionization 1, ELECTRON
18236,3.2292319, 5.39171,12565, lithium ionization 1, ELECTRON
18239,3.1337209, 5.39171,12566, lithium ionization 1, ELECTRON
18240,3.1376097, 5.39171,12567, lithium ionization 1, ELECTRON
18241,3.1055209, 5.39171,12568, lithium ionization 1, ELECTRON
18243,3.0919876, 5.39171,12569, lithium ionization 1, ELECTRON
18245,3.1366542, 5.39171,12570, lithium ionization 1, ELECTRON
18246,3.2083875, 5.39171,12571, lithium ionization 1, ELECTRON
18249,3.1400542, 5.39171,12572, lithium ionization 1, ELECTRON
18252,3.1260542, 5.39171,12573, lithium ionization 1, ELECTRON
18255,3.1372097, 5.39171,12574, lithium ionization 1, ELECTRON
18259,3.0953431, 5.39171,12575, lithium ionization 1, ELECTRON
18260,3.0223208, 5.39171,12576, lithium ionization 1, ELECTRON
18263,2.9508764, 5.39171,12577, lithium ionization 1, ELECTRON
18267,2.9726986, 5.39171,12578, lithium ionization 1, ELECTRON
18268,3.0156320, 5.39171,12579, lithium ionization 1, ELECTRON
18269,3.0488098, 5.39171,12580, lithium ionization 1, ELECTRON
18271,3.0214764, 5.39171,12581, lithium ionization 1, ELECTRON
18272,2.9575875, 5.39171,12582, lithium ionization 1, ELECTRON
18275,3.0355875, 5.39171,12583, lithium ionization 1, ELECTRON
18276,3.0497653, 5.39171,12584, lithium ionization 1, ELECTRON
18278,3.0135875, 5.39171,12585, lithium ionization 1, ELECTRON
18280,3.0385653, 5.39171,12586, lithium ionization 1, ELECTRON
18283,3.0485209, 5.39171,12587, lithium ionization 1, ELECTRON
18284,3.0436319, 5.39171,12588, lithium ionization 1, ELECTRON
18286,2.9542542, 5.39171,12589, lithium ionization 1, ELECTRON
18290,2.8932986, 5.39171,12590, lithium ionization 1, ELECTRON
18291,2.9278097, 5.39171,12591, lithium ionization 1, ELECTRON
18293,2.9036098, 5.39171,12592, lithium ionization 1, ELECTRON
18296,2.8876542, 5.39171,12593, lithium ionization 1, ELECTRON
18301,2.9696765, 5.39171,12594, lithium ionization 1, ELECTRON
18303,2.9069431, 5.39171,12595, lithium ionization 1, ELECTRON
18304,2.9009209, 5.39171,12596, lithium ionization 1, ELECTRON
18309,2.8500542, 5.39171,12597, lithium ionization 1, ELECTRON
18312,2.8082098, 5.39171,12598, lithium ionization 1, ELECTRON
18313,2.8060987, 5.39171,12599, lithium ionization 1, ELECTRON
18315,2.8452097, 5.39171,12600, lithium ionization 1, ELECTRON
18318,2.8017431, 5.39171,12601, lithium ionization 1, ELECTRON
18321,2.8587653, 5.39171,12602, lithium ionization 1, ELECTRON
18322,2.8382986, 5.39171,12603, lithium ionization 1, ELECTRON
18323,2.8103875, 5.39171,12604, lithium ionization 1, ELECTRON
18325,2.7604986, 5.39171,12605, lithium ionization 1, ELECTRON
18326,2.7227874, 5.39171,12606, lithium ionization 1, ELECTRON
18327,2.7534541, 5.39171,12607, lithium ionization 1, ELECTRON
18328,2.7451208, 5.39171,12608, lithium ionization 1, ELECTRON
18332,2.7467209, 5.39171,12609, lithium ionization 1, ELECTRON
18337,2.6908764, 5.39171,12610, lithium ionization 1, ELECTRON
18341,2.5477874, 5.39171,12611, lithium ionization 1, ELECTRON
18343,2.5573653, 5.39171,12612, lithium ionization 1, ELECTRON
18345,2.4598543, 5.39171,12613, lithium ionization 1, ELECTRON
18348,2.1750097, 5.39171,12614, lithium ionization 1, ELECTRON
18350,2.0058097, 5.39171,12615, lithium ionization 1, ELECTRON
18352,1.8769209, 5.39171,12616, lithium ionization 1, ELECTRON
18354,1.7482320, 5.39171,12617, lithium ionization 1, ELECTRON
18356,1.8970542, 5.39171,12618, lithium ionization 1, ELECTRON
18358,2.1081431, 5.39171,12619, lithium ionization 1, ELECTRON
18359,2.1180098, 5.39171,12620, lithium ionization 1, ELECTRON
18362,2.1375209, 5.39171,12621, lithium ionization 1, ELECTRON
18365,1.9545654, 5.39171,12622, lithium ionization 1, ELECTRON
18366,1.9105432, 5.39171,12623, lithium ionization 1, ELECTRON
18371,1.9374542, 5.39171,12624, lithium ionization 1, ELECTRON
18372,2.0480320, 5.39171,12625, lithium ionization 1, ELECTRON
18374,2.2258764, 5.39171,12626, lithium ionization 1, ELECTRON
18375,2.2391208, 5.39171,12627, lithium ionization 1, ELECTRON
18377,2.1058986, 5.39171,12628, lithium ionization 1, ELECTRON
18381,2.3513431, 5.39171,12629, lithium ionization 1, ELECTRON
18383,2.4215431, 5.39171,12630, lithium ionization 1, ELECTRON
18386,2.3957431, 5.39171,12631, lithium ionization 1, ELECTRON
18391,2.0676098, 5.39171,12632, lithium ionization 1, ELECTRON
18392,2.1028320, 5.39171,12633, lithium ionization 1, ELECTRON
18395,1.9267209, 5.39171,12634, lithium ionization 1, ELECTRON
18398,2.1992319, 5.39171,12635, lithium ionization 1, ELECTRON
18399,2.1299875, 5.39171,12636, lithium ionization 1, ELECTRON
18400,2.1160320, 5.39171,12637, lithium ionization 1, ELECTRON
18402,2.1890097, 5.39171,12638, lithium ionization 1, ELECTRON
18406,2.2674320, 5.39171,12639, lithium ionization 1, ELECTRON
18407,2.3838098, 5.39171,12640, lithium ionization 1, ELECTRON
18412,2.6005875, 5.39171,12641, lithium ionization 1, ELECTRON
18419,2.4324763, 5.39171,12642, lithium ionization 1, ELECTRON
18421,2.4712542, 5.39171,12643, lithium ionization 1, ELECTRON
18425,2.4293876, 5.39171,12644, lithium ionization 1, ELECTRON
18428,2.6557431, 5.39171,12645, lithium ionization 1, ELECTRON
18430,2.7018764, 5.39171,12646, lithium ionization 1, ELECTRON
18432,2.5470764, 5.39171,12647, lithium ionization 1, ELECTRON
18433,2.5605432, 5.39171,12648, lithium ionization 1, ELECTRON
18434,2.5260542, 5.39171,12649, lithium ionization 1, ELECTRON
18435,2.6162764, 5.39171,12650, lithium ionization 1, ELECTRON
18436,2.6184987, 5.39171,12651, lithium ionization 1, ELECTRON
18438,2.6493654, 5.39171,12652, lithium ionization 1, ELECTRON
18444,2.6141876, 5.39171,12653, lithium ionization 1, ELECTRON
18447,2.4343430, 5.39171,12654, lithium ionization 1, ELECTRON
18453,2.0378763, 5.39171,12655, lithium ionization 1, ELECTRON
18456,2.0711653, 5.39171,12656, lithium ionization 1, ELECTRON
18457,1.9359208, 5.39171,12657, lithium ionization 1, ELECTRON
18460,2.1318985, 5.39171,12658, lithium ionization 1, ELECTRON
18462,2.3126320, 5.39171,12659, lithium ionization 1, ELECTRON
18464,2.2094319, 5.39171,12660, lithium ionization 1, ELECTRON
18468,2.3098097, 5.39171,12661, lithium ionization 1, ELECTRON
18473,2.5224542, 5.39171,12662, lithium ionization 1, ELECTRON
18474,2.5313431, 5.39171,12663, lithium ionization 1, ELECTRON
18475,2.5463431, 5.39171,12664, lithium ionization 1, ELECTRON
18476,2.4748319, 5.39171,12665, lithium ionization 1, ELECTRON
18481,2.7322320, 5.39171,12666, lithium ionization 1, ELECTRON
18482,2.7034987, 5.39171,12667, lithium ionization 1, ELECTRON
18487,2.7888987, 5.39171,12668, lithium ionization 1, ELECTRON
18491,2.9815876, 5.39171,12669, lithium ionization 1, ELECTRON
18508,3.0606986, 5.39171,12670, lithium ionization 1, ELECTRON
18511,2.9074542, 5.39171,12671, lithium ionization 1, ELECTRON
18512,2.9142319, 5.39171,12672, lithium ionization 1, ELECTRON
18517,2.9848764, 5.39171,12673, lithium ionization 1, ELECTRON
18519,2.9275875, 5.39171,12674, lithium ionization 1, ELECTRON
18521,2.8510764, 5.39171,12675, lithium ionization 1, ELECTRON
18523,2.9190764, 5.39171,12676, lithium ionization 1, ELECTRON
18525,2.9010987, 5.39171,12677, lithium ionization 1, ELECTRON
18526,2.8926097, 5.39171,12678, lithium ionization 1, ELECTRON
18528,2.8777209, 5.39171,12679, lithium ionization 1, ELECTRON
18529,2.8444986, 5.39171,12680, lithium ionization 1, ELECTRON
18530,2.8313653, 5.39171,12681, lithium ionization 1, ELECTRON
18535,2.6492319, 5.39171,12682, lithium ionization 1, ELECTRON
18538,2.4995208, 5.39171,12683, lithium ionization 1, ELECTRON
18542,2.5602319, 5.39171,12684, lithium ionization 1, ELECTRON
18545,2.5189876, 5.39171,12685, lithium ionization 1, ELECTRON
18547,2.4811653, 5.39171,12686, lithium ionization 1, ELECTRON
18556,2.5075653, 5.39171,12687, lithium ionization 1, ELECTRON
18567,2.4518985, 5.39171,12688, lithium ionization 1, ELECTRON
18569,2.4639654, 5.39171,12689, lithium ionization 1, ELECTRON
18571,2.4590319, 5.39171,12690, lithium ionization 1, ELECTRON
18576,2.6458321, 5.39171,12691, lithium ionization 1, ELECTRON
18578,2.5950986, 5.39171,12692, lithium ionization 1, ELECTRON
18580,2.6932987, 5.39171,12693, lithium ionization 1, ELECTRON
18586,2.9942319, 5.39171,12694, lithium ionization 1, ELECTRON
18587,2.9949653, 5.39171,12695, lithium ionization 1, ELECTRON
18588,3.0380320, 5.39171,12696, lithium ionization 1, ELECTRON
18589,3.0330986, 5.39171,12697, lithium ionization 1, ELECTRON
18590,3.0032320, 5.39171,12698, lithium ionization 1, ELECTRON
18593,3.0134320, 5.39171,12699, lithium ionization 1, ELECTRON
18595,3.0994986, 5.39171,12700, lithium ionization 1, ELECTRON
18598,2.9985653, 5.39171,12701, lithium ionization 1, ELECTRON
18601,2.9578986, 5.39171,12702, lithium ionization 1, ELECTRON
18602,2.9644320, 5.39171,12703, lithium ionization 1, ELECTRON
